Image,Segmentation,Transcription,Threshold
a05-113-07,ok,France for her nuclear tests in the,184
a05-113-08,ok,Sahara on the grounds that they were,185
a05-113-09,ok,only little ones.,184
a05-116-00,ok,This was too reminiscent of the nursemaid,185
a05-116-01,ok,and her illegitimate baby. For the most,188
a05-116-02,ok,"part, Mr. Godber muttered his way",186
a05-116-03,ok,through a cliche-ridden Foreign Office,186
a05-116-04,ok,"brief. He resembles the elephant seal, an",186
a05-116-05,ok,# otherwise endearing creature whose,182
a05-116-06,ok,"articulation is limited, we are told, to a",180
a05-116-07,ok,series of heavy sighs. Sir Lynn Ungoed-,183
a05-116-08,err,"Thomas, M.P. for Leicester N.E., a former",181
a05-116-09,err,"Labour Solicitor-General, and Mrs. Barbara",183
a05-121-00,err,"It was signed by 60 Labour M.P.s, many",172
a05-121-01,ok,of them Left-wing # sympathisers.,172
a05-121-02,ok,"It condemned ""the pollution of the world's",173
a05-121-03,ok,"atmosphere as a crime against humanity.""",175
a05-121-04,ok,A personal letter of protest against the,175
a05-121-05,ok,"tests from Canon Collins, chairman",174
a05-121-06,ok,of the Campaign for Nuclear,174
a05-121-07,ok,"Disarmament, addressed to Mr.",174
a05-121-08,ok,"# Khruschev, was also taken to the",171
a05-121-09,ok,Russian Embassy.,177
a05-125-00,ok,A POLITICAL CORRESPONDENT writes: Ban-the-,169
a05-125-01,ok,bomb demonstrators thronged the Central,171
a05-125-02,ok,Lobby of the House of Commons last,171
a05-125-03,ok,night and formed a queue stretching,170
a05-125-04,ok,for more than 200 yards outside,172
a05-125-05,ok,"in Old Palace Yard. About 2,000",166
a05-125-06,ok,lobbied M.P.s and harangued them,167
a05-125-07,ok,on disarmament.,173
a06-000-00,ok,MR SELWYN LLOYD may speed up his plans,187
a06-000-01,ok,to catch speculators in shares and property.,186
a06-000-02,ok,The first hint of the Chancellor bowing to,187
a06-000-03,ok,"public opinion over his ""July Budget"" came",188
a06-000-04,ok,dramatically in the Commons yesterday. Mr,185
a06-000-05,ok,Lloyd said on # Tuesday that he proposed,187
a06-000-06,ok,to deal in his next regular Budget with,186
a06-000-07,ok,some profits which now escape tax.,185
a06-004-00,ok,"Sir Edward Boyle, Financial Secretary",184
a06-004-01,ok,"to the Treasury, said yesterday that the",187
a06-004-02,ok,Government does not like retrospective legislation.,185
a06-004-03,ok,He went on to describe the kind of,187
a06-004-04,ok,people the Chancellor hopes to tax. These,186
a06-004-05,ok,are people buying and selling shares within,183
a06-004-06,ok,"a short period, those ""stagging"" on a new issue",183
a06-004-07,ok,and property dealers who form a chain of,185
a06-004-08,ok,companies and put one property deal through,183
a06-004-09,ok,each.,179
a06-008-00,err,"Mr. Harold Wilson, Shadow Chancellor, jumped up to",182
a06-008-01,ok,offer the Government an easy passage for such,182
a06-008-02,ok,"legislation. ""Why don't you make proposals to legislate",183
a06-008-03,err,"in the autumn?"" Mr. Wilson asked. ""We wouldn't call",182
a06-008-04,ok,it an Autumn Budget. You can call it a Taxation,182
a06-008-05,ok,"Management Bill, if you like."" While Mr. Wilson",182
a06-008-06,ok,"was speaking, the Prime Minister and Mr. Lloyd",182
a06-008-07,ok,had a whispered conversation.,182
a06-014-00,ok,They nodded at each other and Sir Edward,163
a06-014-01,ok,rose to say that the Chancellor would bear,163
a06-014-02,err,Mr. Wilson's offer in mind. Guy Eden writes:,163
a06-014-03,ok,Treasury experts are already working on,160
a06-014-04,ok,the scheme. Profits of genuine investors,163
a06-014-05,ok,"in industry will not be affected, but only",160
a06-014-06,ok,quick in-and-out speculator deals.,160
a06-014-07,ok,"FRANK FOULKES, Communist president",160
a06-014-08,ok,"of the ETU, refused yesterday to",160
a06-014-09,ok,"""commit suicide"" at the TUC's",160
a06-014-10,ok,invitation.,156
a06-020-00,ok,He was announcing his executive's rejection of the ultimatum to the,182
a06-020-01,ok,"ETU. In reply to the call for his resignation he said: ""Our rules",182
a06-020-02,ok,say that if an official resigns he is not allowed to run again,182
a06-020-03,ok,"for three years. ""I have only 2 1/2 years to go before I retire,",182
a06-020-04,ok,so this is an invitation from my good friends of the TUC that,182
a06-020-05,ok,I should commit hara-kiri.,179
a06-025-00,ok,The other TUC demands: Five leading,176
a06-025-01,ok,Communists must not hold office for five,176
a06-025-02,ok,years; Sub-committees set up to strip,176
a06-025-03,ok,secretary John Byrne of his powers must,176
a06-025-04,ok,disband in ten days. These the ETU,176
a06-025-05,ok,"executive rejected as ""wholly unacceptable""",176
a06-025-06,ok,"and ""unwarranted"" interference."" But it",172
a06-025-07,ok,agreed to postpone operation of the sub-,172
a06-025-08,ok,committees.,169
a06-036-00,ok,"The small rocket craft, for destroying big",156
a06-036-01,ok,"ships, are controlled automatically, even",154
a06-036-02,ok,to the preparations for launching their,154
a06-036-03,ok,rockets. Applauding on the river banks at,154
a06-036-04,ok,Leningrad were thousands now told that in,154
a06-036-05,ok,"20 years they will have free food, housing, light,",152
a06-036-06,ok,"heat, transport and medical treatment - all",152
a06-036-07,ok,for a working week of 34 to 36 hours.,152
a06-039-00,ok,"""The whole naval might of the Soviet",191
a06-039-01,ok,Union can be seen here - a truly inspiring,188
a06-039-02,ok,"and proud sight,"" said Moscow radio's",188
a06-039-03,ok,commentator. The parade was reviewed by,186
a06-039-04,ok,"Marshal Andrei Grechko, commanding the",183
a06-039-05,ok,forces of the Warsaw Pact countries -,185
a06-039-06,err,"the Communist ""Nato."" He said rocket-",184
a06-039-07,ok,carrying atomic submarines now formed,183
a06-039-08,err,the basis of the Soviet Navy. MR.,176
a06-039-09,ok,MACMILLAN'S announcement in the,176
a06-039-10,err,Commons of his momentous,180
a06-044-00,err,"Mr. Anthony Fell (Yarmouth) called the decision ""shocking""",162
a06-044-01,ok,"and added: ""It is the most disastrous thing any Prime",165
a06-044-02,ok,"Minister has done for many, many generations."" He",162
a06-044-03,ok,"concluded: ""The best service the Prime Minister can do",165
a06-044-04,ok,"would be to resign."" The outburst shocked MPs of",165
a06-044-05,ok,all parties. Even close friends were signalling Mr. Fell,162
a06-044-06,ok,to stop.,162
a06-051-00,ok,"There were loud cries of ""shame"" from",150
a06-051-01,ok,all parts of the Conservative side. Mr.,150
a06-051-02,ok,Fell appeared to be in tears as he sat,148
a06-051-03,ok,"down. A few minutes later, Mr. Fell got up",150
a06-051-04,ok,and left the chamber. He returned five,148
a06-051-05,ok,minutes later to stand just inside the,148
a06-051-06,ok,doorway looking more composed. In the,148
a06-051-07,ok,"middle of the amazing scene, Mr. Macmillan",148
a06-051-08,ok,waved his hand at Mr. Fell.,145
a06-057-00,ok,"This seemed to infuriate Mr. Fell even more. ""I cannot be told",157
a06-057-01,ok,"to sit down by the Prime Minister."" Protests had been expected",153
a06-057-02,ok,from Tory rebels. But Mr. Fell's attack was unprecedented. He,157
a06-057-03,ok,"accused the Prime Minister of ""political double talk."" ""It had",157
a06-057-04,ok,the effect on one former supporter that he now thinks this Prime,153
a06-057-05,ok,"Minister is a national disaster,"" he said.",157
a06-064-00,err,"Most MPs agreed that Mr. Fell's attack had, if",182
a06-064-01,ok,"anything, rallied support to the Prime Minister.",181
a06-064-02,ok,"This apparently, was Mr. Macmillan's assessment.",182
a06-064-03,ok,He confined his reply to the observation,182
a06-064-04,ok,"that Mr. Fell had probably ""maximised his",182
a06-064-05,ok,"support."" There were no other attacks",179
a06-064-06,ok,of such ferocity. But there was ample,181
a06-064-07,ok,evidence of Conservative and Labour,181
a06-064-08,ok,"opposition, which will be aired in the",181
a06-064-09,ok,debate tomorrow and on Thursday.,181
a06-070-00,ok,"As Mr. Macmillan made his announcement, the",189
a06-070-01,ok,"House was crowded. He said: ""No # British",187
a06-070-02,ok,Government could join the European Economic,189
a06-070-03,ok,Community without prior negotiation with a view,189
a06-070-04,ok,"to meeting the needs of the Commonwealth countries,",185
a06-070-05,ok,of our European Free Trade Association partners,183
a06-070-06,ok,"and of British agriculture."" Near the end of a",187
a06-070-07,ok,"long statement, Mr. Macmillan stated the",189
a06-070-08,ok,Government's intention:,183
a06-075-00,ok,"""After long and earnest consideration, Her",157
a06-075-01,ok,Majesty's Government have come to the,157
a06-075-02,ok,conclusion that it would be right for,157
a06-075-03,ok,Britain to make a formal application..,157
a06-075-04,ok,for negotiations with a view to joining,157
a06-075-05,ok,"the Community."" At this point, Mr. Paul",157
a06-075-06,ok,"Williams (Cons., Sunderland) called out",157
a06-075-07,ok,"""Shame."" Mr. Williams is a close",157
a06-075-08,ok,associate of Mr. Fell.,157
a06-090-00,ok,"He claimed that, unless we were in the",191
a06-090-01,ok,"Common Market, we should not be able to",191
a06-090-02,ok,play any part in # determining its future.,191
a06-090-03,ok,"""We can lead better from within,"" he said.",194
a06-090-04,ok,Mr. Macmillan dealt with the main objection,194
a06-090-05,ok,"raised by Tory critics. Mr. Anthony Fell,",194
a06-090-06,ok,who created a scene on this point on,194
a06-090-07,ok,"Monday, took up a position almost hidden",194
a06-090-08,ok,behind the Serjeant at Arms' chair.,194
a06-095-00,ok,Mr. Macmillan said we could be more help,182
a06-095-01,ok,to the Commonwealth through the,182
a06-095-02,ok,strength we would gain in the Common,183
a06-095-03,ok,Market than by isolation. He paid,183
a06-095-04,ok,tribute to the development of the,187
a06-095-05,ok,"Common Market. ""The Community",182
a06-095-06,ok,(Common Market) has imparted an,187
a06-095-07,ok,impetus and an economic growth,183
a06-095-08,ok,"to The Six. Above all, it is an idea",183
a06-095-09,ok,"which has gripped men's minds,""",182
a06-095-10,ok,he said.,182
a06-100-00,ok,"Referring to previous negotiations, Mr. Macmillan looked towards",182
a06-100-01,err,"Mr. Reginald Maudling. ""These were negotiations in which the",182
a06-100-02,ok,"President of the Board of Trade played a conspicuous part,"" the",182
a06-100-03,ok,Premier said. He dismissed the idea that Britain would be,182
a06-100-04,ok,"swamped by cheap labour. Our industry, he said, would",182
a06-100-05,ok,"probably gain. ""Many people feel we have had, perhaps, too",182
a06-100-06,ok,"much shelter,"" he went on.",182
a06-110-00,ok,Conservatives protested when,176
a06-110-01,ok,Mr. Gaitskell said he had been,178
a06-110-02,ok,"told this ""by some # people",176
a06-110-03,ok,"of considerable authority,"" he",177
a06-110-04,ok,"retorted. ""I agree with the Prime",176
a06-110-05,ok,Minister that I do not think,175
a06-110-06,ok,we are necessarily bound for,175
a06-110-07,err,"federalism in Europe,"" he went",178
a06-110-08,ok,on.,171
a06-114-00,ok,"If we joined the Common Market, our",178
a06-114-01,ok,food subsidies would probably be,177
a06-114-02,ok,"replaced by a system of tariffs ""That",176
a06-114-03,ok,"will mean a rise in the cost of living.""",177
a06-114-04,ok,BUDGETTE or no Budgette YOU are,176
a06-114-05,ok,spending more as the summer holiday,174
a06-114-06,ok,season moves into top gear.,175
a06-114-07,ok,On the eve of August Bank Holiday,175
a06-114-08,ok,the spending spree is at a new,176
a06-114-09,ok,all-time peak.,173
a06-119-00,ok,Note circulation soared for the,182
a06-119-01,ok,sixth successive week - this,182
a06-119-02,ok,"time by more than 15,000,000 # last",182
a06-119-03,ok,week. And that brought the figure,182
a06-119-04,ok,"to a record 2,415,000,000. This was",182
a06-119-05,ok,"100,000,000 more than the corresponding",182
a06-119-06,ok,"week last year and 37,000,000 up on",182
a06-119-07,ok,the 1960 record set last Christmas.,182
a06-119-08,ok,Now look at the other side of all,182
a06-119-09,err,these coins.,182
a06-124-00,ok,"The big ""squeeze"" means that it is going to be more",179
a06-124-01,ok,difficult to arrange a loan or overdraft. And banks will be,177
a06-124-02,ok,stricter in recalling existing overdrafts. This is underlined in,177
a06-124-03,ok,the Central Bank's weekly return... ...which shows that more,178
a06-124-04,ok,"than 163,000,000 of the banks' money is now frozen in the",180
a06-124-05,ok,form of special deposits with the Bank of England.,179
a06-128-00,ok,Banks have paid in a first,191
a06-128-01,err,"instalment of almost 8,000,000",191
a06-128-02,ok,in response to the Budgette appeal.,191
a06-128-03,ok,"About another 70,000,000 is due",191
a06-128-04,ok,by September 20. For nearly a year,186
a06-128-05,ok,"about 150,000,000 has been frozen.",186
a06-128-06,ok,MR. KRUSCHEV raises the bogy of,186
a06-128-07,ok,German militarism in his replies to,186
a06-128-08,err,the West on Berlin. And he repeats,182
a06-128-09,ok,"that the problem ""must be solved",182
a06-128-10,ok,"this year.""",186
a06-134-00,ok,The Notes to the Big Three and a memorandum to,178
a06-134-01,ok,West Germany were published in Moscow yesterday. They,177
a06-134-02,ok,tell: The U.S. - It is false to say the absence of a peace,178
