Image,Transcription,Length
071_181_004_04_17,"the greatest. The profit upon a base shilling may, it is",56
071_181_004_04_18,true be 24 times as great (or perhaps more) as the profit,57
071_182_001_03_01,Of Frauds relative to the Coin .,32
071_182_001_04_01,upon a bad halfpenny :  but then the difficulty of putting,58
071_182_001_04_02,off a base Shilling may be Twenty four times as great  ( or,59
071_182_001_04_03,perhaps more )  as the difficulty of getting off a bad half-pen=,64
071_182_001_04_05,"Another thing is , that in proportion as the Coin is of the",59
071_182_001_05_02,( a )  In England so little difficulty is made about the Copper Coin ;,70
071_182_001_05_03,"that bad half-pence are often taken knowingly , even when good ones",67
071_182_001_05_04,"are in plenty . Bad shillings , it is true , are also taken knowingly :",71
071_182_001_05_05,but then it is because there are scarce any good ones to be had :,65
071_182_001_05_06,and such bad ones as are most current are not in any way,56
071_182_001_05_07,great degree inferior to good ones . But neither in England nor,63
071_182_001_05_08,any where else will a man take any Gold coin which he sus=,58
071_182_001_05_09,: pects to be counterfeit or materially diminished . A piece of Gold,68
071_182_001_05_10,Coin is of course examined with much more attention than a,58
071_182_001_05_11,piece of Silver coin :  as a piece of Silver Coin is with more,62
071_182_001_05_12,attention than a piece of Copper Coin . In England especially since,67
071_182_001_05_13,the reformation of the Gold Coin a man seldom takes a Guinea,60
071_182_001_05_14,or a half Guinea of a stranger without weighing it ; but a man,62
071_182_001_05_15,"never thinks of weighing , and very seldom of submitting to any other",69
071_182_001_05_16,test a piece of Silver Coin .,29
071_182_002_03_01,Of Frauds relative to the Coin .,32
071_182_002_04_01,"smaller value , the poorer the person is who is likely to suffer by its",71
071_182_002_04_02,being debased :  There are persons to whom a halfpenny is as great,66
071_182_002_04_03,a loss as a half a guinea or even a guinea is to certain other per=,67
071_182_002_04_04,: sons . Wherever this is the case the primary mischief of uttering,67
071_182_002_04_05,a bad half penny is as great as that of uttering a bad guinea ;,63
071_182_002_04_06,and the secondary mischief would be in the same proportion ; as,63
071_182_002_04_07,both the danger and the apprehension of taking bad half pence,61
071_182_002_04_08,will be as great to those whose principal concern is with half=,63
071_182_002_04_09,": pence , as the danger and apprehension of taking bad guineas",62
071_182_002_04_10,is to those whose principal concern is with guineas .,53
071_182_002_05_02,The establishment or non establishment of paper money in,56
071_182_002_05_03,a country is a circumstance upon which the proportionable mischief,66
071_182_002_05_04,of uttering bad Gold and Silver Coin and that of uttering bad Cop=,66
071_182_002_05_05,: per Coin will depend in some degree . Where paper money is cur=,65
071_182_002_05_06,: rent there will not be so much gold or Silver in currency ; no man,68
071_182_002_05_07,"will have such large Sums by him in either of those metals , as",63
071_182_002_05_08,he would have were there no currency in paper . Now the great=,62
071_182_002_05_09,: er quantity of Coin of any kind a man has by him the more bad,63
071_182_002_05_10,Coin will he be likely to have amongst it .,43
071_182_004_03_01,Of Frauds relative to the Coin .,32
071_182_004_04_01,the more scrupulously are they examined . Now the poorer class,62
071_182_004_04_02,are always those who compose the bulk of the people . And,57
071_182_004_04_03,this class is by reason of the number of those who are com=,59
071_182_004_04_04,=prized in it the very class in comparison of whose in=,55
071_182_004_04_05,: terests those of all other Classes in the state put toge=,59
071_182_004_04_06,: ther are of small concern .,29
071_182_004_04_07,The circumstances of different Nations are incidents,52
071_182_004_04_08,that may accasion differences in point of mischief between,58
071_182_004_04_09,frauds committed on one sort of metal used as Coin :  and,57
071_182_004_04_10,frauds committed on another sort of Metals used as Coin ;,57
071_182_004_04_11,and the like circumstances may likewise be productive of,56
071_182_004_04_12,differences in the sum total of the severity with which these,61
071_182_004_04_13,offences ought to be treated :  as well in respect of the other,63
071_182_004_04_14,expedients of all kinds which it may be requisite to em=,56
071_182_004_04_16,: ploy in the view of drying up this source of mischief .,57
071_182_004_05_03,In Sweden there is but a small quantity of the precious metal in,64
071_182_004_05_04,circulation ; the ordinary monied intercourse is carried on chiefly by,70
071_182_004_05_05,Copper . In France there is much more Silver in proportion than,63
071_183_001_03_01,Of Frauds relative to the Coin .,32
071_183_001_04_01,In these different nations several differences may possibly,59
071_183_001_04_02,arise in the sort of treatment that it may be requisite to,58
071_183_001_04_03,give to the Offence .,21
071_183_001_04_04,Quest :  IV . Why fraudulently uttering without,47
071_183_001_04_05,"Confederacy is not punished as Coining ,",40
071_183_001_05_02,there is in England ; and on the other hand there is much less,62
071_183_001_05_03,Gold . In England there is a vast quantity of Paper-money in cir=,65
071_183_001_05_04,: culation which is altogether upon a par with Coin ; a phe=,60
071_183_001_05_05,: nomenon which is fearcely visible in other Countries . In,59
071_183_001_05_06,"France whether owing to the severity of the punishment , or",59
071_183_001_05_08,to the efficacy of the means which the place is enabled to,58
071_183_001_05_09,"employ for the discovery of offenders , bad money is compa=",59
071_183_001_05_10,: ratively but rare . In England at present there is now,56
071_183_001_05_11,"and then a little bad Gold , there is a great deal of bad",57
071_183_001_05_12,"copper , and there is scarce any but bad Silver ; the govern=",61
071_183_001_05_13,: ment having in a manner given up the Coinage of the,53
071_183_001_05_14,latter metal to the Ingenuity of private Operators .,52
071_183_004_03_01,Of Frauds relative to the Coin .,32
071_183_004_04_01,only be practised upon a chance opportunity for the sake of,59
071_183_004_04_02,a small and transient Profit .,30
071_183_004_04_03,"In this respect , this offence stands upon nearly the footing",61
071_183_004_04_04,with that of Cheating by false Weights and Measures :  with this,64
071_183_004_04_05,difference that the Offender is not likely to be so responsible in,66
071_183_004_04_06,the former Case as in the latter . The Stock and Substance,58
071_183_004_04_07,of the Tradesman who sells the produce of the labour of a mul=,62
071_183_004_04_08,": titude of workmen , is in general much greater , than that of the",67
071_183_004_04_09,workman whose dealings are confined to the produce of his,57
071_183_004_04_11,Robbery being an Offence against Property and Person both,57
071_183_004_04_12,is a much more mischievous offence than Theft or any Fraud upon,63
071_183_004_04_13,"Property or , in short , than any offence against Person and Property",69
071_183_004_04_14,alone . It would therefore be a very mischievous measure to turn,64
071_183_004_04_15,a Thief into a Robber . Such would be the case if the Punish=,61
071_183_004_04_16,: ment for Theft were severer than that of Robbery . For these,62
071_183_004_04_17,are Crimes that are apt constantly to come in competition ; crimes,66
071_183_004_04_18,to the temptation of which the same person is apt to be exposed .,65
071_183_004_04_19,A Thief or a Sharper who has followed his occupation for a length,65
071_184_001_03_01,Of Frauds relative to the Coin .,32
071_184_001_04_01,of time cannot of himself turn to any thing . His habits of Skill,65
071_184_001_04_02,"and honest Industry , if he ever had any , are obliterated ; his",64
071_184_001_04_03,"reputation , if he ever had any , is gone . Frighten him from",61
071_184_001_04_04,"practising Theft , he will have nothing left for it but to",58
071_184_001_04_06,Between Coining and Robbery the case is different . A,53
071_184_001_04_07,man ' s being in the habit of Coining may in general be looked,62
071_184_001_04_08,upon as a presumption of his possessing some honest Art from,60
071_184_001_04_09,"which this illicit practise is only an occasional deviation , and",65
071_184_001_04_10,"to which if forced back by salutary terrors , he may at any",59
071_184_001_04_11,time return . A button maker or silversmith who has taken,57
071_184_001_04_12,"to Coining , although he should cease to coin , may continue",60
071_184_001_04_13,to subsist :  he has only to confine himself to the proper bu=,62
071_184_001_04_14,: siness of a silversmith or a button maker . On such a per=,60
071_184_001_04_15,: son therefore a punishment greater than even that for Rob=,60
071_184_001_04_16,: bery may have its effect without driving him into the prac=,61
071_184_001_04_17,: tice of the more atrocious offence  :  instead of driving him on to Rob=,74
